DHHGAGE_cont_C_rcs1,DHHGAGE_cont_C_rcs2,DHHGAGE_cont_C_rcs3,DHHGAGE_cont_C_rcs4,smokeSimp_cat4_2_C,smokeSimp_cat4_3_C,smokeSimp_cat4_4_C,packYears_C_rcs1,packYears_C_rcs2,formerDrinker_cat2_1_C,ALWDWKY_C_rcs1,ALWDWKY_C_rcs2,ALWDWKY_C_rcs3,dietScore2_C_rcs1,dietScore2_C_rcs2,depInd_cat3_1_C,depInd_cat3_2_C,SDCGCGT_cat2_1_C,EDUDR04_cat4_2_C,EDUDR04_cat4_3_C,EDUDR04_cat4_4_C,PACDEE_C_rcs1,PACDEE_C_rcs2,HWTGBMI_C_rcs1,HWTGBMI_C_rcs2,CCC_101_cat2_1_C,CCC_071_cat2_1_C,COPD_cat2_1_C,CCC_280_cat2_1_C,CCC_131_cat2_1_C,dementia_cat2_1_C,CCC_121_cat2_1_C,CCC_151_cat2_1_C,immigPct_C_rcs1,immigPct_C_rcs2,interaction1,interaction2,interaction3,interaction4,interaction5,interaction6,interaction7,interaction8,interaction9,interaction10,interaction11,interaction12,interaction13,interaction14,interaction15,interaction16,interaction17,interaction18,interaction19,interaction20,interaction21,interaction22,H0_5YR
0.08373,-0.06025,0.23179,-0.28653,0.45775,0.30873,0.0055,0.03181,-30.09754,0.18267,-0.19655,1.66104,-3.28717,-0.01267,0.0005785,0.06817,0.21053,-0.254819372,0.01185,0.04604,0.14401,-0.27178,0.26498,-0.0858,0.09902,0.64355,0.1395,0.49277,0.13517,1.60903,1.31072,0.45151,0.57197,0.31301,-0.21857,-0.00298,0.002,0.00208,-0.0001957,-0.00196,-0.000546,-0.000199,0.0001643,-0.0002413,-0.0007557,-0.00372,0.00303,0.00328,-0.0000963,-0.04184,-0.01089,-0.00643,-0.01044,-0.00424,-0.00255,-0.02275,-0.00727,0.006721632
