Percent,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
16,146,271,403,551,591,802,956,1074,1199,1254,1362,1451,1557,1622,1625,1695,1740,1828,1890,1950,2009,2060,2139,2211,2261,2308,2371,2421,2477,2474,2551,2623,2695,2705,2752,2778,2830,2876,2902,2942,2977,3012,3051,3065,3090,3140,3167,3186,3223,3253,3291,3302,3319,3308,3362,3377,3397,3423,3448,3436,3529
15,156,293,442,592,638,853,1017,1130,1263,1312,1409,1498,1614,1672,1676,1751,1799,1890,1946,2012,2073,2121,2204,2279,2329,2373,2435,2474,2546,2538,2618,2678,2758,2761,2809,2829,2890,2939,2944,2998,3023,3056,3093,3111,3133,3189,3195,3223,3254,3282,3311,3317,3343,3331,3381,3397,3417,3437,3453,3460,3537
14,175,319,476,643,683,904,1069,1188,1322,1372,1469,1556,1663,1728,1740,1808,1866,1953,2005,2084,2143,2183,2268,2342,2392,2446,2496,2544,2609,2607,2677,2745,2823,2828,2863,2896,2943,2992,2998,3051,3078,3101,3139,3155,3175,3220,3223,3250,3280,3306,3335,3336,3360,3346,3399,3414,3436,3474,3472,3479,3551
13,191,343,513,679,728,966,1121,1239,1375,1442,1531,1613,1731,1794,1806,1878,1931,2011,2076,2153,2212,2259,2334,2419,2462,2517,2562,2619,2694,2677,2755,2803,2891,2888,2921,2954,2990,3041,3056,3112,3123,3156,3181,3192,3209,3250,3257,3275,3301,3330,3359,3362,3379,3364,3411,3435,3458,3498,3493,3504,3567
12,208,372,564,749,790,1035,1176,1296,1429,1501,1593,1680,1819,1857,1868,1956,1998,2071,2152,2227,2289,2341,2407,2503,2527,2586,2634,2686,2755,2752,2823,2867,2949,2947,2986,3000,3051,3092,3103,3156,3163,3199,3217,3237,3241,3281,3283,3304,3324,3355,3377,3386,3405,3390,3441,3467,3495,3533,3506,3533,3608
11,235,425,622,808,874,1092,1231,1359,1492,1581,1660,1737,1899,1932,1948,2033,2078,2147,2231,2311,2363,2421,2491,2578,2607,2663,2707,2761,2819,2830,2901,2937,3007,3013,3053,3067,3118,3144,3158,3202,3206,3231,3261,3269,3273,3303,3307,3335,3349,3376,3397,3418,3428,3413,3469,3490,3509,3547,3520,3553,3617
10,258,482,677,860,941,1172,1316,1455,1578,1656,1746,1817,1969,2004,2026,2125,2158,2236,2314,2408,2446,2503,2568,2665,2682,2728,2784,2831,2901,2908,2981,3001,3064,3087,3114,3127,3167,3191,3212,3245,3247,3268,3294,3302,3300,3329,3342,3366,3375,3410,3423,3436,3460,3449,3487,3523,3526,3582,3552,3572,3630
9,296,553,747,932,1020,1239,1384,1537,1672,1748,1846,1907,2045,2084,2125,2209,2259,2333,2394,2486,2543,2590,2652,2750,2773,2832,2872,2911,2990,2988,3066,3085,3135,3152,3169,3185,3215,3239,3251,3282,3281,3299,3326,3329,3342,3371,3380,3403,3406,3430,3455,3460,3486,3476,3519,3543,3549,3601,3578,3591,3650
8,337,633,823,1031,1107,1318,1455,1645,1760,1855,1941,2006,2160,2181,2240,2296,2360,2443,2489,2586,2639,2702,2740,2850,2867,2927,2962,2991,3066,3076,3137,3153,3186,3207,3220,3244,3265,3285,3293,3330,3311,3330,3359,3352,3374,3402,3430,3435,3438,3458,3485,3483,3513,3513,3556,3559,3565,3620,3622,3604,3671
7,409,688,916,1125,1236,1412,1583,1749,1862,1968,2046,2109,2276,2291,2344,2400,2474,2564,2614,2697,2739,2811,2854,2941,2950,3019,3055,3078,3144,3147,3209,3220,3240,3249,3269,3294,3313,3314,3332,3367,3349,3370,3394,3390,3410,3435,3473,3459,3479,3492,3536,3526,3539,3536,3584,3576,3598,3648,3639,3637,3684
6,457,789,1051,1252,1335,1506,1670,1856,1990,2080,2177,2229,2394,2417,2462,2520,2598,2688,2741,2824,2853,2912,2962,3051,3055,3112,3149,3166,3218,3237,3256,3281,3287,3311,3319,3344,3356,3375,3387,3412,3390,3406,3428,3441,3453,3478,3505,3507,3526,3521,3562,3565,3578,3577,3619,3597,3620,3696,3689,3664,3717
5,588,858,1157,1320,1502,1685,1805,1983,2113,2218,2320,2375,2528,2587,2597,2667,2736,2812,2888,2961,2960,3063,3070,3159,3179,3215,3257,3233,3283,3293,3313,3334,3351,3358,3367,3395,3419,3412,3433,3464,3454,3453,3483,3484,3502,3517,3540,3551,3562,3568,3600,3601,3613,3599,3646,3619,3673,3745,3740,3682,3743
4,735,1003,1315,1473,1655,1844,1976,2233,2251,2405,2480,2580,2712,2772,2761,2833,2918,2960,3041,3081,3107,3190,3187,3251,3267,3286,3323,3310,3344,3347,3380,3412,3407,3405,3435,3463,3481,3480,3482,3507,3506,3506,3535,3538,3552,3561,3585,3601,3620,3615,3648,3631,3660,3641,3687,3700,3688,3773,3769,3729,3769
3,977,1219,1501,1657,1973,2062,2174,2490,2447,2609,2705,2818,2926,2978,2941,3004,3096,3125,3202,3202,3244,3290,3306,3336,3357,3372,3399,3383,3432,3422,3463,3493,3493,3475,3500,3524,3538,3543,3543,3579,3565,3563,3588,3588,3607,3614,3640,3647,3663,3658,3714,3663,3692,3712,3733,3743,3740,3803,3792,3766,3841
2,1287,1544,1777,1925,2357,2333,2435,2811,2673,2905,2944,3060,3176,3132,3157,3213,3249,3292,3339,3328,3361,3408,3393,3443,3451,3473,3518,3492,3529,3510,3552,3577,3589,3563,3574,3600,3616,3604,3625,3643,3635,3644,3672,3673,3666,3691,3707,3716,3740,3729,3771,3708,3747,3763,3776,3790,3788,3864,3836,3825,3859
1,1929,2293,2521,2596,3033,2844,2968,3292,3296,3191,3267,3406,3459,3394,3376,3442,3438,3481,3512,3447,3522,3562,3583,3581,3621,3599,3637,3617,3667,3669,3660,3690,3722,3677,3690,3685,3725,3712,3733,3754,3728,3762,3770,3779,3774,3796,3777,3800,3826,3807,3844,3784,3836,3844,3839,3847,3885,3898,3880,3872,3922
0,3350,3375,3017,3812,3745,3670,3762,3799,3852,3945,3845,3870,3874,3786,3892,3918,3920,3992,3946,4015,4005,3915,4018,4010,3931,3934,3937,3991,3956,3994,3997,3962,3999,4014,4029,3956,4017,4018,3974,4013,3993,3996,3982,4001,3977,3993,3998,4009,3981,3997,3989,3975,4011,4005,3994,3970,3985,4022,4005,3963,4005
